City,State,Start_Lat,Start_Lng,n_acc,n_rows,County
Aaronsburg,PA,40.90167250574713,-77.42727978160919,11,29,Centre
Abbeville,AL,31.595408036884347,-85.27992500285168,22,59,Henry
Abbeville,SC,34.1987165904209,-82.4093645823298,181,529,Abbeville
Abbotsford,WI,44.938421250000005,-90.27191641666667,5,9,Marathon
Abbott,TX,31.893629,-97.087608,2,6,Hill
Abbottstown,PA,39.88907206843249,-76.98517973444224,46,152,Adams
Aberdeen,ID,42.924699,-112.849108,1,7,Bingham
Aberdeen,MD,39.51336687137111,-76.19878153830342,486,625,Harford
Aberdeen,MS,33.762639,-88.686441,1,5,Monroe
Aberdeen,NC,35.11083057857143,-79.41848622346939,19,49,Moore
Aberdeen,OH,38.672845708333334,-83.73296504166666,4,12,Brown
Aberdeen,SD,45.4536177,-98.4742577,2,10,Brown
Aberdeen,WA,46.957581752196695,-123.83200126753506,35,95,Grays Harbor
Abernathy,TX,33.870649,-101.853642,1,5,Hale
Abilene,KS,38.81323,-97.223612,1,6,Dickinson
Abilene,TX,32.40319001270292,-99.68664776899351,29,88,Taylor
Abingdon,MD,39.465042003432444,-76.29893411660345,259,351,Harford
Abingdon,VA,36.70637402570409,-81.98241776948562,319,480,Washington
Abington,MA,42.11732928400175,-70.95241736186993,237,352,Plymouth
Abington,PA,40.123812458502236,-75.1250277385968,428,735,Montgomery
Abrams,WI,44.781039,-88.0388225,3,6,Oconto
Absarokee,MT,45.50337046666667,-109.44738785,13,36,Stillwater
Absecon,NJ,39.44756031325677,-74.52365790194581,76,121,Atlantic
Acampo,CA,38.196227224023964,-121.23197380972589,433,648,San Joaquin
Accident,MD,39.65758774891319,-79.30058407019817,30,53,Garrett
Accokeek,MD,38.67307133500308,-77.00311793281631,116,174,Prince George's
Accomac,VA,37.72244666549296,-75.66932195774649,26,71,Accomack
Accord,NY,41.7933227,-74.22543699999999,3,10,Ulster
Ackley,IA,42.556702,-93.07592,1,6,Hardin
Acme,PA,40.1291106554429,-79.4143207904446,33,98,Westmoreland
Acme,WA,48.66013,-122.212563,1,10,Whatcom
Acoma,MN,44.95196095304848,-94.50194302833795,5,16,McLeod
Acosta,PA,40.098658,-79.048901,1,3,Somerset
Acra,NY,42.321808,-74.08892700000001,2,12,Greene
Acton,CA,34.487768987207616,-118.19782592484391,876,1038,Los Angeles
Acton,MA,42.48080108995957,-71.4422911644205,49,106,Middlesex
Acton,MT,45.89129361904762,-108.67824888095238,7,14,Yellowstone
Acushnet,MA,41.709919,-70.87329100000002,1,4,Bristol
Acworth,GA,34.078063146329725,-84.64778224113314,237,337,Cherokee
Acworth,NH,43.230141,-72.33078,1,2,Sullivan
Ada,MI,42.94441034202829,-85.47552130141156,83,171,Kent
Ada,OH,40.776562,-83.842361,1,2,Hardin
Adah,PA,39.894989470588236,-79.90393161764707,4,17,Fayette
Adair,IA,41.49374249716117,-94.64856174260305,44,52,Adair
Adair,OK,36.437431,-95.381699,1,5,Mayes
Adair Village,OR,44.668678,-123.222768,1,7,Benton
Adairsville,GA,34.37983646831947,-84.9194434950028,93,148,Bartow
Adairville,KY,36.667532,-86.85226999999998,1,4,Logan
Adams,MN,43.57023263522676,-92.74172097148643,8,16,Mower
Adams,ND,48.412874,-98.060245,1,8,Walsh
Adams,NE,40.465085875,-96.511953375,4,8,Gage
Adams,NY,43.747839,-76.065873,1,6,Jefferson
Adams,OR,45.76759055802839,-118.61913802657966,53,77,Umatilla
Adams,TN,36.51676021739131,-87.10063526086957,9,23,Robertson
Adams,WI,43.948538,-89.817419,1,8,Adams
Adams Center,NY,43.893119500000005,-75.99216325000002,4,8,Jefferson
Adams Run,SC,32.82146115957447,-80.39161136170213,10,47,Charleston
Adamsburg,PA,40.304851500000005,-79.65345766666667,5,12,Westmoreland
Adamstown,MD,39.308628830357144,-77.43561752232144,22,48,Frederick
Adamsville,AL,33.60527037570235,-86.93814389738277,10,33,Jefferson
Addis,LA,30.351233368421056,-91.26126728947368,8,19,West Baton Rouge
Addison,AL,34.1835355,-87.15466981818182,4,22,Winston
Addison,IL,41.93141729755438,-88.00957762985952,579,966,DuPage
Addison,MI,41.99121359090909,-84.3447435340909,14,44,Lenawee
Addison,PA,39.74200560265159,-79.34134802866495,28,59,Somerset
Addison,TX,32.95907589400733,-96.83303292895404,56,124,Dallas
Addy,WA,48.43000833333334,-117.85857166666666,3,4,Stevens
Adel,GA,31.12256072973049,-83.40348147176239,20,35,Cook
Adel,IA,41.564099565441786,-93.96709424453915,46,77,Dallas
Adel,OR,42.11953031993353,-119.75675023672089,65,109,Lake
Adelanto,CA,34.63434411860842,-117.48975707447377,183,391,San Bernardino
Adelphi,MD,39.01629660691824,-76.96131096226415,23,53,Prince George's
Adin,CA,41.237692492937626,-120.98667157261276,10,33,Modoc
Adkins,TX,29.389259000000006,-98.238946,1,4,Bexar
Adrian,MI,41.8942814,-84.07472725,14,30,Lenawee
Adrian,MN,43.63942877050724,-95.92021604237449,137,147,Nobles
Adrian,OR,43.65454399821825,-117.06362999340634,19,31,Malheur
Adrian,TX,35.25231673333334,-102.74870973333333,7,15,Oldham
Advance,NC,35.9603634362774,-80.4406827673934,84,119,Davie
Afton,IA,41.028192013398574,-94.15723273301371,2,7,Union
Afton,MN,44.93750135476437,-92.84629067156057,87,124,Washington
Afton,NY,42.21984966666667,-75.53824,2,6,Chenango
Afton,TN,36.20546118181819,-82.72413786363636,5,11,Greene
Afton,VA,38.017021413796456,-78.82354579022731,119,184,Nelson
Agate,CO,39.434225704298186,-103.91953908156849,20,28,Elbert
Agawam,MA,42.073856,-72.630684,1,7,Hampden
Agency,IA,41.00263953189371,-92.3107445235619,1,4,Wapello
Agency,MO,39.62885027632929,-94.7882318775316,7,9,Buchanan
Agoura Hills,CA,34.13453809575156,-118.7511291371025,442,619,Los Angeles
Aguila,AZ,33.94177758463041,-113.1803957021929,2,7,Maricopa
Aguilar,CO,37.40668481132125,-104.62238311022129,21,37,Las Animas
Ahoskie,NC,36.30527283836701,-76.97523987329608,14,42,Hertford
Ahwahnee,CA,37.39452829351399,-119.73185812932849,51,108,Madera
Aiken,SC,33.55137209294225,-81.70730198429264,1091,2282,Aiken
Ailey,GA,32.1163614452,-82.47462011600001,5,25,Montgomery
Ainsworth,IA,41.31908159737238,-91.54353166971698,13,36,Washington
Airmont,NY,41.10451366666667,-74.073148,4,6,Rockland
Airville,PA,39.81744168516842,-76.38103809710069,22,65,York
Airway Heights,WA,47.64108086857143,-117.56974589142857,10,35,Spokane
Aitkin,MN,46.47169790756969,-93.65566361649608,156,303,Aitkin
Ajo,AZ,32.33821320399672,-112.8254923699452,87,214,Pima
Akeley,MN,47.02268176117442,-94.70498892488648,79,161,Hubbard
Akron,CO,40.23169993705056,-103.30802787979694,12,27,Washington
Akron,IN,41.032026,-86.02470300000002,2,5,Fulton
Akron,NY,42.98561944726656,-78.50952439517422,76,87,Erie
Akron,OH,41.06317047696926,-81.52813995931074,1498,2073,Summit
Akron,PA,40.15397157142858,-76.20369597619047,12,42,Lancaster
Alabaster,AL,33.22020616662269,-86.80245679439555,271,313,Shelby
Alachua,FL,29.80834739658144,-82.5039505656321,346,539,Alachua
Alameda,CA,37.7589521936937,-122.25014987837838,27,111,Alameda
Alamo,CA,37.85699432609722,-122.02706178426365,661,890,Contra Costa
Alamo,GA,32.116670526826404,-82.75161307112248,7,19,Wheeler
Alamo,ND,48.573459571428565,-103.45047742857143,3,14,Divide
Alamo,NV,37.287393765862774,-115.11180762024316,10,34,Lincoln
Alamo,TN,35.786579,-89.113228,1,3,Crockett
Alamo,TX,26.20338718367347,-98.11314528571428,9,49,Hidalgo
Alamogordo,NM,32.7104151875,-106.06011699999999,3,8,Otero
Alamosa,CO,37.46076576338418,-105.88975732835074,27,87,Alamosa
Alanson,MI,45.43148566666667,-84.81616290476191,12,42,Emmet
Alapaha,GA,31.363773142857145,-83.21522064285715,4,14,Berrien
Albany,CA,37.886666268644866,-122.29776374263126,14,39,Alameda
Albany,GA,31.539609878054677,-84.12551260600614,107,280,Dougherty
Albany,IN,40.29846688571429,-85.26209794285714,11,35,Delaware
Albany,MN,45.636724718512966,-94.57283259147873,77,96,Stearns
Albany,NH,43.958607,-71.200417,2,5,Carroll
Albany,NY,42.684860868915074,-73.79663449839043,1681,1938,Albany
Albany,OH,39.225342895833336,-82.21433412500001,5,16,Athens
Albany,OR,44.62766760661529,-123.0678571352694,626,872,Linn
Albany,TX,32.72289792307692,-99.33000523076923,3,13,Shackelford
Albany,WI,42.716198,-89.432334,1,4,Green
Albemarle,NC,35.338704428571425,-80.20996178571428,16,63,Stanly
Albers,IL,38.50023507513071,-89.61280524195003,14,27,Clinton
Albert City,IA,42.74375617483738,-94.95172440960431,3,12,Buena Vista
Albert Lea,MN,43.65599491568038,-93.33761066768447,401,493,Freeborn
Alberta,VA,36.83950788951676,-77.92476170025256,123,170,Brunswick
Alberton,MT,46.99658307820941,-114.50260344732611,140,174,Mineral
Albertson,NC,35.0740025,-77.84691768518519,6,18,Duplin
Albertson,NY,40.775962239583336,-73.65754450260415,21,48,Nassau
Albertville,AL,34.2736378852459,-86.1796277295082,16,61,Marshall
Albertville,MN,45.23841088545881,-93.65452748939101,183,209,Wright
Albia,IA,41.02839036,-92.76525056,6,25,Monroe
Albin,WY,41.4417278764656,-104.3461382384093,1,2,Laramie
Albion,CA,39.208375196569236,-123.74640499841801,52,85,Mendocino
Albion,IA,42.105549013091135,-92.9906493153149,2,8,Marshall
Albion,IN,41.3847312,-85.40200975,8,20,Noble
Albion,MI,42.26437498618397,-84.74941227953742,55,111,Calhoun
Albion,NY,43.25768007111112,-78.20478092,12,45,Orleans
Albion,PA,41.875356560140354,-80.39612968446257,10,32,Erie
Albrightsville,PA,40.99037980357143,-75.61393264285714,5,14,Carbon
Albuquerque,NM,35.10403760229809,-106.62725260448967,2030,2994,Bernalillo
Alburgh,VT,44.936220142857145,-73.27455714285713,2,7,Grand Isle
Alburtis,PA,40.491835,-75.62431600000002,1,3,Berks
Alcoa,TN,35.81244456923077,-83.9811609069231,29,50,Blount
Alcolu,SC,33.77145519819238,-80.18416249492999,175,281,Clarendon
Alcove,NY,42.50697255114313,-73.95171046221756,1,3,Albany
Alda,NE,40.80893504545455,-98.45547727272728,4,11,Hall
Aldan,PA,39.92343878571428,-75.28741212499999,7,28,Delaware
Alden,IA,42.44780710037023,-93.38467217155583,3,13,Hardin
Alden,MN,43.66886230086459,-93.54822114845705,42,48,Freeborn
Alden,NY,42.94585851320758,-78.55691826296491,18,31,Erie
Alder,MT,45.322686,-112.106147,1,6,Madison
Alder Creek,NY,43.41656033333334,-75.224743,3,7,Oneida
Alderpoint,CA,40.16572633333333,-123.61803346153846,16,26,Humboldt
Alderson,WV,37.751087,-80.613741,1,4,Greenbrier
Aldie,VA,38.94469719848601,-77.58284070293033,218,439,Loudoun
Aldrich,MN,46.34707110924745,-94.95063901097271,10,20,Todd
Aledo,TX,32.72299136044705,-97.54456095429673,101,141,Tarrant
Alexander,AR,34.63984767688308,-92.4389669486977,21,41,Saline
Alexander,IL,39.73730966666667,-90.05469766666666,3,6,Morgan
Alexander,NC,35.72258749694732,-82.63906622507085,4,11,Buncombe
Alexander,ND,47.89082522343559,-103.67609696140167,9,34,McKenzie
Alexander,NY,42.90361322861849,-78.25454142399617,7,11,Genesee
Alexander City,AL,32.90347414912281,-85.95573278070177,14,38,Tallapoosa
Alexandria,AL,33.77497187333333,-85.89114561111111,12,30,Calhoun
Alexandria,IN,40.268974778723404,-85.70614496170214,13,47,Madison
Alexandria,KY,38.95239457387266,-84.3936012979985,14,49,Campbell
Alexandria,LA,31.286763530516744,-92.47004626660141,168,324,Rapides
Alexandria,MN,45.87059769960615,-95.39258615761814,318,415,Douglas
Alexandria,NH,43.598307750000004,-71.79272387500001,4,16,Grafton
Alexandria,OH,40.0737235,-82.62378141666667,8,24,Licking
Alexandria,PA,40.562669589847324,-78.10836435701168,53,128,Huntingdon
Alexandria,VA,38.800641721909706,-77.10678493228706,2891,4144,Alexandria
Alexandria Bay,NY,44.30392187242218,-75.94462938061557,3,13,Jefferson
Alexis,NC,35.40151352054229,-81.10671464521344,3,21,Gaston
Alford,FL,30.641221110515435,-85.38034485166192,54,137,Jackson
Alfred,ND,46.63055777527509,-99.0788590903326,1,4,Stutsman
Alfred Station,NY,42.24798218181819,-77.7703566060606,4,11,Allegany
Alger,MI,44.17648395454545,-84.16973909090909,4,22,Ogemaw
Algodones,NM,35.443663414428364,-106.36220589333962,11,17,Sandoval
Algona,IA,43.082859,-94.266281,1,5,Kossuth
Algonac,MI,42.621522125,-82.57420962499998,2,8,St. Clair
Algonquin,IL,42.16776256382978,-88.33089469148938,13,47,McHenry
Alhambra,CA,34.071726604233625,-118.13910606104552,1085,1278,Los Angeles
Aliceville,AL,33.02204664705882,-88.24556535294117,4,17,Pickens
Aliquippa,PA,40.600329088390495,-80.28497687936857,33,75,Beaver
Aliso Viejo,CA,33.5790752678909,-117.72552985054868,139,325,Orange
Allegan,MI,42.550464733333335,-85.88643446666669,4,15,Allegan
Allegany,NY,42.09970480392157,-78.5283892745098,8,17,Cattaraugus
Alleghany,CA,39.47459484615384,-120.80264923076923,3,13,Sierra
Allen,KS,38.681187,-96.097478,2,4,Lyon
Allen,TX,33.100523707451266,-96.67849382813513,282,339,Collin
Allen Park,MI,42.271624267259455,-83.21288691859458,271,330,Wayne
Allendale,MI,42.96420303144385,-85.95100571668449,61,110,Ottawa
Allendale,NJ,41.04287425,-74.11492075,4,11,Bergen
Allendale,SC,33.01938645616024,-81.33375769558874,71,202,Allendale
Allenhurst,NJ,40.233002,-74.000913,1,3,Monmouth
Allenstown,NH,43.12751,-71.444618,1,5,Merrimack
Allensville,KY,36.724048,-87.08779399999996,2,7,Todd
Allensville,PA,40.51672228571429,-77.83051471428571,10,28,Mifflin
Allenton,WI,43.45808105207087,-88.35522253818863,33,44,Washington
Allentown,GA,32.74594187720897,-83.15919756849691,1,5,Wilkinson
Allentown,NJ,40.178432442759274,-74.52604902128837,41,60,Monmouth
Allentown,PA,40.59477297097155,-75.53061066805766,1084,1333,Lehigh
Allenwood,NJ,40.13569508316285,-74.11267217214215,28,42,Monmouth
Allenwood,PA,41.11691258587233,-76.92708101423133,86,156,Union
Alleyton,TX,29.632841,-96.443268,5,15,Colorado
Alliance,OH,40.9240711539394,-81.12747314048485,18,55,Stark
Allison,IA,42.74463772753361,-92.7713763709413,1,3,Butler
Allison Park,PA,40.577012107048134,-79.94400309901187,27,92,Allegheny
Allons,TN,36.455511,-85.35615899999998,2,7,Overton
Allport,PA,40.96407016836404,-78.19941490376533,7,17,Clearfield
Allston,MA,42.3566131709923,-71.12758074839661,133,203,Suffolk
Allyn,WA,47.37861139583333,-122.83824075,12,32,Mason
Alma,AR,35.50453379208336,-94.21284719101112,40,83,Crawford
Alma,CO,39.311726666666665,-106.05988333333335,3,7,Park
Alma,GA,31.507100636363642,-82.45501799999998,3,11,Bacon
Alma,IL,38.74781454516129,-88.90407824516129,13,31,Marion
Alma,KS,38.985994866666665,-96.3512335,5,20,Wabaunsee
Alma,MI,43.40359275093369,-84.65546604354607,15,40,Gratiot
Alma,NE,40.10459890476191,-99.3693743174603,8,21,Harlan
Almond,NY,42.3107364,-77.84148645,6,10,Allegany
Almont,CO,38.676017,-106.85027299999999,1,5,Gunnison
Almont,MI,42.937949333333336,-83.05248566666667,3,6,Lapeer
Almyra,AR,34.387073,-91.382476,1,5,Arkansas
Alpaugh,CA,35.89461941312809,-119.48903597625022,7,28,Tulare
Alpena,AR,36.25064545,-93.325082975,5,20,Carroll
Alpena,MI,45.11408168003549,-83.4352493076505,8,24,Alpena
Alpha,IL,41.164745,-90.332466,1,5,Henry
Alpha,MN,43.65255152060715,-94.87100723749896,25,40,Jackson
Alpha,OH,39.70916,-84.02896899999998,4,6,Greene
Alpharetta,GA,34.07189760534154,-84.2736548541135,187,282,Fulton
Alpine,AL,33.339114,-86.23910133333334,2,12,Talladega
Alpine,NJ,40.96757907777659,-73.91898600974257,76,101,Bergen
Alpine,UT,40.44693583722745,-111.68820299799756,19,28,Utah
Alpine Meadows,CA,39.187924878261214,-120.22088245965452,12,42,Placer
Alplaus,NY,42.866866625,-73.9003134375,5,8,Schenectady
Alsea,OR,44.387034540553266,-123.64830901826784,39,59,Benton
Alsip,IL,41.66487361133903,-87.7411463661833,163,221,Cook
Alstead,NH,43.17432,-72.321609,1,2,Sullivan
Alta,CA,39.25076894419297,-120.73874387045907,471,534,Placer
Alta,IA,42.71214008310932,-95.36309301807707,2,4,Buena Vista
Alta Vista,KS,38.854974,-96.392248,1,6,Wabaunsee
Altadena,CA,34.188740866530345,-118.14335145785718,468,874,Los Angeles
Altamont,IL,39.049789907927824,-88.72851168174627,15,27,Effingham
Altamont,MO,39.92272718181818,-94.13589636363636,3,11,Daviess
Altamont,NY,42.71508614903847,-73.98391473076923,15,52,Albany
Altamont,UT,40.34244469696969,-110.33045604545454,5,22,Duchesne
Altamonte Springs,FL,28.660984164070637,-81.40021661980622,551,797,Seminole
Altavista,VA,37.13743998461291,-79.25767814083889,32,51,Campbell
Altha,FL,30.541379011755954,-85.17477407946429,41,160,Calhoun
Altheimer,AR,34.26616277357262,-91.84533118711636,3,10,Jefferson
Altmar,NY,43.528743,-76.039097,1,5,Oswego
Alto,GA,34.46539758823529,-83.60236843137255,17,51,Habersham
Alto,MI,42.83069433766234,-85.39064160894661,28,77,Kent
Alto,TX,31.678129,-95.08711999999998,1,6,Cherokee
Alton,IA,42.97982566666666,-96.01000044444444,5,18,Sioux
Alton,IL,38.934634449958395,-90.1408204273416,11,33,Madison
Alton,NH,43.44745319672131,-71.21697539344262,11,61,Belknap
Alton,UT,37.49231670079058,-112.62711112832814,7,22,Kane
Alton,VA,36.58401289583333,-79.08136901388889,20,48,Halifax
Alton Bay,NH,43.54703242857143,-71.30678442857143,2,14,Belknap
Altona,NY,44.881607,-73.715482,1,5,Clinton
Altoona,AL,34.08796937383202,-86.37665826618371,90,186,Blount
Altoona,FL,29.021657322964245,-81.6316148100165,38,90,Lake
Altoona,IA,41.65916845629495,-93.49316622039802,124,172,Polk
Altoona,PA,40.5110406330465,-78.39237190258811,814,1479,Blair
Altoona,WI,44.80809295,-91.455159025,9,20,Eau Claire
Altura,MN,44.163038370442536,-91.95610466417413,17,45,Wabasha
Alturas,CA,41.47810632565444,-120.54419841058079,97,272,Modoc
Altus,AR,35.44448146666666,-93.74226999999999,3,15,Franklin
Alum Bank,PA,40.18646945172233,-78.62989872911842,48,107,Bedford
Alum Creek,WV,38.266681166666665,-81.80289599999999,8,15,Kanawha
Alva,FL,26.71278504140291,-81.64826025082063,173,352,Lee
Alvada,OH,41.082001,-83.401176,1,5,Seneca
Alvarado,TX,32.41170644840092,-97.22528135845927,45,74,Johnson
Alvaton,KY,36.904251,-86.39829300000002,1,4,Warren
Alverda,PA,40.628617,-78.857229,1,6,Indiana
Alverton,PA,40.126129500000005,-79.589786,2,8,Westmoreland
Alvin,TX,29.42882705263158,-95.26449985964912,14,57,Brazoria
Alviso,CA,37.420198656859505,-121.96946845487604,32,55,Santa Clara
Alzada,MT,45.10030152695721,-104.58750019801415,17,35,Carter
Amador City,CA,38.424278,-120.82337263636364,5,22,Amador
Amagansett,NY,40.97946386363637,-72.11738998484849,11,33,Suffolk
Amagon,AR,35.560313,-91.054245,1,4,Jackson
Amana,IA,41.818802,-91.872928,3,8,Iowa
Amanda,OH,39.606390000000005,-82.75090449999999,2,6,Fairfield
Amanda Park,WA,47.476340751625685,-123.99134600051983,3,8,Grays Harbor
Amargosa Valley,NV,37.32176570178788,-117.07657304507384,9,10,Nye
Amarillo,TX,35.20468521739904,-101.84217808937613,29,79,Potter
Amawalk,NY,41.2866075404762,-73.76005709285714,19,42,Westchester
Amazonia,MO,39.916494097619044,-94.90325879166667,5,21,Andrew
Ambler,PA,40.17719753928698,-75.21788617621979,700,1251,Montgomery
Amboy,MN,43.88986354911936,-94.16923068652635,25,46,Blue Earth
Amboy,WA,45.91922887179487,-122.44025733333335,8,39,Clark
Ambridge,PA,40.59839665891473,-80.21926903488372,14,43,Beaver
Ambrose,GA,31.573384214285717,-83.03435657142859,3,14,Coffee
Amelia,OH,39.03182086168831,-84.20942098766234,25,77,Clermont
Amelia Court House,VA,37.34822577912416,-77.941219099503,154,306,Amelia
Amenia,ND,47.02575802780617,-97.21396565390961,2,6,Cass
Amenia,NY,41.851996411336806,-73.55068796914647,46,111,Dutchess
American Canyon,CA,38.1917483313124,-122.21848281967557,377,538,Napa
American Falls,ID,42.69622303779152,-112.97316670241877,11,16,Power
American Fork,UT,40.37640462520188,-111.80366877933228,363,442,Utah
Americus,GA,32.09755307142857,-84.28017859523808,5,21,Sumter
Amery,WI,45.26579970833333,-92.42262854166667,3,12,Polk
Ames,IA,42.00749571076005,-93.60055295925257,171,235,Story
Ames,NE,41.45251536,-96.63011628,6,25,Dodge
Amesbury,MA,42.84211281352736,-70.92465006821702,26,62,Essex
Amherst,CO,40.686355500000005,-102.158298,2,4,Phillips
Amherst,MA,42.422352,-72.441971,1,5,Franklin
Amherst,NH,42.823002,-71.607773,1,4,Hillsborough
Amherst,OH,41.380968829681876,-82.25526254461785,110,147,Lorain
Amherst,TX,33.999002000000004,-102.42721315384617,3,13,Lamb
Amherst,VA,37.595829065170996,-79.05259953422393,64,133,Amherst
Amherst,WI,44.44089066666667,-89.2895592,7,30,Portage
Amherst Junction,WI,44.495056142857145,-89.34076285714286,2,7,Portage
Amidon,ND,46.48042601661123,-103.27534908503065,4,18,Slope
Amissville,VA,38.677170816932076,-77.9903481506598,10,25,Rappahannock
Amite,LA,30.68512558922441,-90.53282618479471,1,3,Tangipahoa
Amity,AR,34.285827499999996,-93.51979745,6,20,Clark
Amity,OR,45.11676252065165,-123.19692105960178,61,129,Yamhill
Amity,PA,40.02331092307692,-80.17673092307692,4,13,Washington
Amityville,NY,40.702288041652515,-73.41941313649043,136,184,Suffolk
Amma,WV,38.57463485488309,-81.24549919589923,8,14,Roane
Amsterdam,NY,42.93572350614182,-74.18170684194398,135,188,Montgomery
Amston,CT,41.63806563157895,-72.34400405263158,5,19,Tolland
Anacoco,LA,31.25281,-93.342033,1,2,Vernon
Anaconda,MT,46.12254545473988,-112.91216427053371,184,304,Deer Lodge
Anacortes,WA,48.44259181739755,-122.59897296804097,49,92,Skagit
Anaheim,CA,33.84494911728039,-117.85538231910009,6567,7531,Orange
Anaheim-Santa Ana-Garden Grove,CA,33.864154142857146,-118.02040028571427,2,7,Orange
Anahuac,TX,29.83419981512821,-94.53904223564102,6,13,Chambers
Analomink,PA,41.051418,-75.22010300000002,1,4,Monroe
Anamoose,ND,47.77983521701124,-100.22244115134947,3,8,McHenry
Anamosa,IA,42.0840334472519,-91.23550775380099,18,36,Jones
Anatone,WA,45.99843621232035,-117.27846264783253,2,4,Asotin
Ancram,NY,42.091607186197386,-73.68948966476184,35,57,Columbia
Ancramdale,NY,42.0119899,-73.60590795,3,10,Columbia
Andalusia,AL,31.230076500715363,-86.56641777538418,25,64,Covington
Anderson,AL,34.92168,-87.269768,1,6,Lauderdale
Anderson,CA,40.4616152762894,-122.32164500444532,401,846,Shasta
Anderson,IN,40.07928839693878,-85.69182289354518,124,281,Madison
Anderson,MO,36.662339774134395,-94.43537075564143,4,27,McDonald
Anderson,SC,34.51601837409028,-82.67331758604219,3811,6796,Anderson
Andersonville,GA,32.193162,-84.12552229411763,6,17,Sumter
Andersonville,TN,36.17301176592788,-84.08801453262238,36,43,Anderson
Andes,NY,42.2225588,-74.78429373333333,4,10,Delaware
Andover,CT,41.73825843444444,-72.36404486074073,9,27,Tolland
Andover,MA,42.65497920166282,-71.18125884995082,387,462,Essex
Andover,MN,45.238884597781876,-93.23012659529438,17,45,Anoka
Andover,NH,43.45261013333334,-71.7700136,3,15,Merrimack
Andover,NJ,40.95582112806707,-74.76553896543021,19,35,Sussex
Andover,NY,42.156780352941176,-77.76400570588235,4,17,Allegany
Andover,OH,41.62784545454545,-80.54318763636364,3,11,Ashtabula
Andreas,PA,40.7117495,-75.8289565,2,12,Schuylkill
Andrews,NC,35.21324922448979,-83.77180912244899,15,49,Cherokee
Andrews,SC,33.46122526218175,-79.57759218767487,213,535,Georgetown
Andrews,TX,32.16493597483871,-102.7655032148387,13,31,Andrews
Andrews Air Force Base,MD,38.817911612701174,-76.87938272426031,73,112,Prince George's
Aneta,ND,47.743401,-97.989803,1,5,Nelson
Aneth,UT,37.16101616736061,-109.32582362547379,19,48,San Juan
Angel Fire,NM,36.42511725408351,-105.31628251025523,1,6,Colfax
Angelica,NY,42.294072,-77.973906,2,4,Allegany
Angels Camp,CA,38.06292589415799,-120.56620825872217,141,248,Calaveras
Angier,NC,35.506982067578264,-78.69179850114068,58,176,Harnett
Angleton,TX,29.17230365137227,-95.43995464879897,24,83,Brazoria
Angola,IN,41.65944563889792,-84.91248917254596,10,27,Steuben
Angola,NY,42.623106366556,-79.00493999552016,67,88,Erie
Angora,MN,47.75325083958333,-92.65676483541667,19,30,St. Louis
Angora,NE,41.81140214285714,-103.15139871428572,3,7,Morrill
Angwin,CA,38.570427100617955,-122.45050209618321,49,131,Napa
Anita,IA,41.49690862898711,-94.78082361149157,62,81,Cass
Anita,PA,40.99929246875,-78.96594153125001,3,16,Jefferson
Aniwa,WI,45.031949,-89.458479,1,7,Marathon
Ankeny,IA,41.71905667772008,-93.57961511833254,183,254,Polk
Ann Arbor,MI,42.288504530368215,-83.72298598549835,712,815,Washtenaw
Anna,IL,37.44845227272727,-89.14399663636364,5,11,Union
Anna,OH,40.41605369180328,-84.1704089262295,24,61,Shelby
Anna,TX,33.33850756540748,-96.56186956411057,23,52,Collin
Anna Maria,FL,27.524572875,-82.733204125,3,8,Manatee
Annandale,MN,45.280332733550175,-94.09317494395023,33,68,Wright
Annandale,NJ,40.639984743512095,-74.8801475678372,71,87,Hunterdon
Annandale,VA,38.8292639839166,-77.21810941648299,715,907,Fairfax County
Annapolis,CA,38.66841918372093,-123.37963006744187,14,43,Sonoma
Annapolis,MD,39.00069581203633,-76.50452980857635,749,1010,Anne Arundel
Annapolis Junction,MD,39.117599737900974,-76.78007662818604,86,124,Anne Arundel
Anniston,AL,33.65992665214357,-85.7681005853322,85,174,Calhoun
Annville,PA,40.37351418168032,-76.55322015552375,179,296,Lebanon
Anoka,MN,45.220459979739154,-93.40744622596334,501,675,Anoka
Ansley,NE,41.394338,-99.386072,1,4,Custer
Anson,TX,32.812578,-99.97173400000001,1,3,Jones
Ansonia,CT,41.34401855886768,-73.08434416857871,29,64,New Haven
Ansonia,OH,40.221622,-84.691078,1,8,Darke
Ansted,WV,38.123429,-81.114069,1,7,Fayette
Antelope,CA,38.71495718616524,-121.36700919821466,527,1046,Sacramento
Antelope,MT,48.64245800000001,-104.433175,1,2,Sheridan
Antelope,OR,44.874326949209404,-120.87688961896247,102,116,Wasco
Anthem,AZ,33.855425187499996,-112.1375424375,4,16,Maricopa
Anthony,FL,29.308819554304105,-82.09608059895415,42,113,Marion
Antigo,WI,45.0918104,-89.1537544,2,5,Langlade
Antimony,UT,38.038754953080264,-112.1352323873998,4,24,Piute
Antioch,CA,37.99282624825156,-121.79397073575025,689,1063,Contra Costa
Antioch,IL,42.468798193723075,-88.08222408631863,248,410,Lake
Antioch,TN,36.04912356462641,-86.64720068985287,2985,4007,Davidson
Antioch,WI,42.495149,-88.001078,1,3,Kenosha
Anton,CO,39.699083,-103.061629,1,2,Washington
Anton Chico,NM,34.9832826,-105.12541719999999,2,5,Guadalupe
Antonito,CO,37.087361442307696,-106.16951338461539,7,26,Conejos
Antrim,NH,43.052135400000004,-71.993347,2,10,Hillsborough
